Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,manual_vibe
16228,4BDkjIvf7i6NDIa13ULvbI,Camille Saint-Saëns;Leander High School Wind Ensemble;Robert Selaiden,2021 Midwest Clinic: Leander High School Wind Ensemble (Live),"Symphony No. 3 in C Minor, Op. 78 ""Organ"": II. Allegro moderato - Presto - Maestoso - Allegro (Excerpts Arr. E. Vandoren for Wind Ensemble) [Live]",0,489306,FALSE,0.345,0.147,10,-20.149,1,0.0407,0.907,0.799,0.671,0.13,105.862,4,classical,Chill/Acoustic
16229,5JEyr135t1qMJioNg7fy5s,Edvard Grieg;Dietrich Fischer-Dieskau;Hartmut Höll,October Classical Playlist,"Fem digte, Op. 26: No. 5, Herbststimmung",0,93000,FALSE,0.357,0.0147,5,-22.524,0,0.0479,0.985,0.000447,0.0584,0.11,107.869,1,classical,Chill/Acoustic
16230,039sj87NWcViw10cfxBIsv,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces III, Op. 43 (Excerpts): No. 6, Til foråret",0,155080,FALSE,0.267,0.174,6,-23.822,1,0.0362,0.953,0.667,0.105,0.144,92.548,1,classical,Chill/Acoustic
16231,5uoDcRJK0zxL6ERRKAAF5Y,Franz Schubert;Yanica Hristova,"Schubert: Impromptus, D. 899 - Baynov, Stoyanov & Vladigerov: Piano Works","4 Impromptus, Op. 90, D. 899: I. Allegro molto moderato",0,651880,FALSE,0.303,0.0347,0,-24.555,0,0.0419,0.994,0.899,0.0789,0.0834,80.939,4,classical,Chill/Acoustic
16232,41vzOoyErnPT7zkxo2hvOa,Franz Schubert;Yanica Hristova,"Schubert: Impromptus, D. 899 - Baynov, Stoyanov & Vladigerov: Piano Works","4 Impromptus, Op. 90, D. 899: IV. Allegretto - Trio",0,497146,FALSE,0.318,0.0543,8,-24.681,1,0.0385,0.991,0.932,0.111,0.0388,67.716,3,classical,Chill/Acoustic
16233,5Y1spUyewSS8hNX9BPg73Z,Edvard Grieg;Eva Knardahl,Refreshing Piano,"Lyric Pieces Book 2, Op. 38: I. Berceuse",0,150466,FALSE,0.351,0.0394,2,-22.557,1,0.0462,0.994,0.895,0.175,0.0381,134.199,4,classical,Chill/Acoustic
16234,7CHuc0KVjrKeKbEHWErN5F,Franz Schubert;Harriet Krijgh;Magda Amara,The Best Classical Playlist,"Am Tage aller Seelen, D. 343, ‘Litanei auf das Fest aller Seelen’",0,228920,FALSE,0.169,0.0413,3,-27.419,1,0.0474,0.994,0.958,0.12,0.0431,90.832,3,classical,Chill/Acoustic
16235,2wmQki14Gwt1gZUQdrWI1W,Johannes Brahms;Karin Lechner,Refreshing Piano,"Four Pieces For Piano, Op. 119: II. Intermezzo in E Minor",0,289240,FALSE,0.258,0.0478,4,-26.069,1,0.0505,0.993,0.902,0.113,0.0859,65.37,3,classical,Chill/Acoustic
16236,6m3hSSDwLUUsXEf6aPtH1m,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces VIII, Op. 65: No. 6, Bryllupsdag på Troldhaugen",0,255933,FALSE,0.331,0.23,2,-21.548,1,0.0356,0.978,0.88,0.359,0.189,82.51,3,classical,Chill/Acoustic
16237,5mBaOyYkmoH2EmVIRHTIDq,Edvard Grieg;Berliner Philharmoniker;Herbert von Karajan,Relajación y siestas,"Peer Gynt Suite No. 1, Op. 46: I. Morning Mood",0,239520,FALSE,0.132,0.0447,4,-20.733,1,0.0401,0.983,0.925,0.13,0.0388,89.704,4,classical,Chill/Acoustic
16238,0vbLlw450iyA4eiJoB0pd4,Johannes Brahms;Jessye Norman;Daniel Barenboim;Wolfram Christ,Klassische Weihnachtsmusik,"Geistliches Wiegenlied, Op. 91, No. 2",0,371666,FALSE,0.204,0.0281,5,-27.284,1,0.0445,0.985,0.00233,0.114,0.0984,97.274,4,classical,Chill/Acoustic
16239,1WFKR1UoO2aHEYnCUWEzdI,Franz Schubert;Mischa Maisky;Pavel Gililov,Weihnachten Klassik 2022,"Ave Maria, ""Ellens Gesang III"", Op.52 No.6, D.839 (Arr. Johannes Palaschko)",0,335666,FALSE,0.0918,0.0325,8,-26.707,1,0.0494,0.995,0.864,0.109,0.0393,68.958,1,classical,Chill/Acoustic
16240,2XB7HlnIbMafSQuRRq7lm4,Johannes Brahms;Mischa Maisky;Pavel Gililov,Clásica para los niños de hoy,"Wiegenlied, Op. 49, No. 4",0,146773,FALSE,0.0827,0.0134,5,-31.089,1,0.052,0.992,0.961,0.066,0.0606,81.694,5,classical,Chill/Acoustic
16241,2tF07mtTCrO5bmw1xv2vzG,Edvard Grieg;Academy of St. Martin in the Fields;Sir Neville Marriner,Classical Running,"Holberg Suite, Op. 40: 1. Präludium (Allegro vivace)",0,165000,FALSE,0.23,0.144,7,-21.34,1,0.0408,0.94,0.869,0.395,0.229,142.163,4,classical,Chill/Acoustic
16242,02wki7jtfqvuz7JzI37o09,Johannes Brahms;Music Lab Collective,Clásica para los niños de hoy,Lullaby (Wiegenlied),0,93226,FALSE,0.398,0.0996,3,-22.223,1,0.0345,0.98,0.933,0.101,0.196,67.256,3,classical,Chill/Acoustic
16243,2YCAMpAGIYxn1PyNLtb7aY,George Frideric Handel;Posaunenquintett Berlin,Klassische Weihnachtsmusik,"Tochter Zion, freue dich",0,124760,FALSE,0.471,0.0519,9,-16.87,1,0.0408,0.993,0.976,0.0863,0.336,72.931,4,classical,Chill/Acoustic
16244,2FlJAJvMqU36pBmkcnvbo8,George Frideric Handel;John Alldis Choir;London Philharmonic Orchestra;Karl Richter,Klassische Weihnachtsmusik,"Messiah, HWV 56 / Pt. 2: No. 42 ""Hallelujah""",0,238173,FALSE,0.412,0.357,2,-11.694,1,0.0262,0.932,0.368,0.296,0.393,99.305,4,classical,Chill/Acoustic
16245,1XA8XwmeBdMUdrcLIlxPTF,Edvard Grieg;Gothenburg Symphony Orchestra;Neeme Järvi,Clásica para los niños de hoy,"Peer Gynt Suite No. 1, Op. 46: 4. In The Hall Of The Mountain King",0,178573,FALSE,0.406,0.042,11,-19.736,0,0.0546,0.934,0.691,0.192,0.197,94.292,4,classical,Chill/Acoustic
16246,7GhmAjCJvegeLpZavN0ZJd,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Classical Christmas,"Messiah, HWV 56 / Pt. 1: 12. ""For unto us a Child is born""",0,246426,FALSE,0.451,0.17,6,-20.091,1,0.0349,0.959,0.0423,0.106,0.534,101.571,4,classical,Chill/Acoustic
16247,1nxjTDshyAJ98qJq0njCJS,Johannes Brahms;Wiener Philharmoniker;Claudio Abbado,Halloween Musica Horror 2022,"21 Hungarian Dances, WoO 1: No. 5 in G Minor: Allegro",0,139266,FALSE,0.365,0.196,3,-14.108,1,0.0349,0.904,0.968,0.0831,0.588,77.88,4,classical,Chill/Acoustic
16248,4EsUANL1RYsCUaWuIZchEf,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Classical Christmas,"Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",0,240760,FALSE,0.434,0.262,1,-12.874,1,0.0286,0.959,0.6,0.141,0.256,103.015,4,classical,Chill/Acoustic
16249,57CsiQ4zcINqMHL03VPNGW,George Frideric Handel;John Alldis Choir;London Philharmonic Orchestra;Karl Richter,Classical Christmas,"Messiah, HWV 56 / Pt. 2: No. 42 ""Hallelujah""",0,238173,FALSE,0.412,0.357,2,-11.694,1,0.0262,0.932,0.368,0.296,0.393,99.305,4,classical,Chill/Acoustic
16250,7I9xKtogwLsrAWElRo2j3f,Soolamangalam Sisters,Sri Skandha Guru Kavasam,Sri Skandha Guru Kavacham,40,1341746,FALSE,0.64,0.494,0,-8.186,1,0.0592,0.96,0,0.0706,0.668,116.006,3,classical,Chill/Acoustic
16251,6asqetBiSgmO89aqnXbuhT,Robert Schumann;Alfred Brendel,Relajación y siestas,"Kinderszenen, Op. 15: 7. Träumerei",0,150600,FALSE,0.406,0.0151,5,-35.799,1,0.0651,0.996,0.917,0.0946,0.281,134.251,5,classical,Chill/Acoustic
16252,3D2mx2IEFfojOEIJ7cmVtX,Robert Schumann;Daniel Barenboim,Relajación y siestas,"Kinderszenen, Op. 15: 7. Träumerei",0,158840,FALSE,0.497,0.00428,5,-38.446,1,0.0633,0.996,0.956,0.0745,0.331,129.456,5,classical,Chill/Acoustic
16253,4Ih2roMW5Dyy2IhXVjx68V,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: I. Allegro (Live in Japan, 2022)",1,505413,FALSE,0.353,0.09,3,-22.722,1,0.0373,0.995,0.895,0.0996,0.126,73.523,4,classical,Chill/Acoustic
16254,6GYgBiqv3Gm5PYyhgofSnt,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: IV. Intermezzo (Live in Japan, 2022)",1,137920,FALSE,0.337,0.0837,8,-23.699,1,0.0332,0.993,0.934,0.103,0.0678,78.505,4,classical,Chill/Acoustic
16255,2u2TfVpkHF0TPlWs4PVrdS,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 8a, Réplique (Live in Japan, 2022)",0,37680,FALSE,0.445,0.034,10,-32.774,1,0.0448,0.991,0.976,0.113,0.329,76.042,4,classical,Chill/Acoustic
16256,1kl9shHWQQdpPFV3w8e7ZQ,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 5, Eusebius (Live in Japan, 2022)",0,95840,FALSE,0.369,0.0283,5,-32.145,0,0.0369,0.995,0.869,0.144,0.0644,109.738,5,classical,Chill/Acoustic
16257,6Z6UuM4VMs0bkKCHKvYeux,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 2, Pierrot (Live in Japan, 2022)",0,89733,FALSE,0.548,0.0286,3,-25.688,1,0.0565,0.996,0.917,0.108,0.137,76.971,1,classical,Chill/Acoustic
16258,5FWH3Ng6Xwhsu5LIYRL4o4,Robert Schumann;Isata Kanneh-Mason,Relajación y siestas,"Liederkreis, Op. 39: 5. Mondnacht (Arr. Clara Schumann for Piano)",0,231453,FALSE,0.396,0.00248,4,-36.836,1,0.0501,0.993,0.872,0.0736,0.0684,68.284,4,classical,Chill/Acoustic
16259,6Jmw670ScZOp4hNJRDvnCA,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 11, Chiarina (Live in Japan, 2022)",0,71413,FALSE,0.482,0.0749,0,-25.391,0,0.0426,0.994,0.836,0.118,0.2,70.276,3,classical,Chill/Acoustic
16260,5NzVGIho0voVNwcWv1jh1Z,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: II. Romanze (Live in Japan, 2022)",0,147960,FALSE,0.454,0.0107,0,-33.316,1,0.0449,0.995,0.881,0.104,0.156,84.197,4,classical,Chill/Acoustic
16261,4fvaW3KmXq5amRQ2S5yNvI,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 4, Valse noble (Live in Japan, 2022)",0,80400,FALSE,0.438,0.116,10,-21.333,1,0.0545,0.994,0.898,0.0983,0.0541,80.724,5,classical,Chill/Acoustic
16262,1cajhsC119AClaQxkqHDJx,Edvard Grieg;Nelson Freire,Relajación y siestas,"Lyric Pieces Book IX, Op. 68: 5. At the Cradle",0,142253,FALSE,0.355,0.0168,4,-30.47,1,0.0436,0.994,0.918,0.109,0.11,65.877,4,classical,Chill/Acoustic
16263,6XjBNMzl25wEBebNMdPMGg,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 2, Vals",0,88506,FALSE,0.419,0.213,9,-23.095,1,0.0357,0.961,0.899,0.237,0.36,97.708,3,classical,Chill/Acoustic
16264,2tghg1SLNm8FZTUljfs49l,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 9, Papillons (Live in Japan, 2022)",0,47360,FALSE,0.294,0.0623,10,-31.21,1,0.0414,0.995,0.869,0.116,0.649,76.249,4,classical,Chill/Acoustic
16265,673Cv1wGcW2G6dYqmkzzTa,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces III, Op. 43 (Excerpts): No. 1, Sommerfugl",0,75693,FALSE,0.29,0.219,11,-22.958,0,0.0362,0.96,0.612,0.514,0.635,139.681,4,classical,Chill/Acoustic
16266,2BiRLDcLc3ACgVSD8aO2EI,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 7, Coquette (Live in Japan, 2022)",0,71266,FALSE,0.441,0.0391,10,-26.867,1,0.0409,0.993,0.897,0.111,0.508,132.385,3,classical,Chill/Acoustic
16267,5fGw0HGVVI8kZk1DsMC3hU,Robert Schumann;Arioso Quartett Wien,Encores,"String Quartet No. 1 in A Minor, Op. 41 No. 1: II. Scherzo. Presto",0,237093,FALSE,0.478,0.34,9,-17.711,0,0.0491,0.882,0.784,0.0678,0.563,106.376,4,classical,Chill/Acoustic
16268,0MjQ2EzoQPttOEOgkSaayc,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 1, Préambule (Live in Japan, 2022)",0,149066,FALSE,0.476,0.186,8,-18.485,1,0.0487,0.994,0.781,0.116,0.246,130.197,3,classical,Chill/Acoustic
16269,4k1gofu5MHXtsbqfikEzVq,Sergei Rachmaninoff;Marko Stuparevic,Recreation: Russian Piano Sonatas,"Piano Sonata No. 2 in B-Flat Minor, Op. 36: I. Allegro agitato",0,505663,FALSE,0.316,0.108,1,-20.37,1,0.0416,0.994,0.898,0.0957,0.0615,84.996,4,classical,Chill/Acoustic
16270,7iXfjUgy3TGPsyncVgb7FJ,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 17, Paganini (Live in Japan, 2022)",0,80853,FALSE,0.424,0.261,5,-20.513,0,0.0487,0.993,0.821,0.139,0.283,104.437,4,classical,Chill/Acoustic
16271,4oE62AqzUuiwV09HGxiMlu,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 6, Norsk",0,42306,FALSE,0.345,0.236,2,-21.922,1,0.0401,0.989,0.952,0.228,0.38,135.677,4,classical,Chill/Acoustic
16272,19L4q6RZGQBAM4MGnqQx7R,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 12, Chopin (Live in Japan, 2022)",0,70653,FALSE,0.345,0.024,5,-31.974,0,0.0346,0.994,0.912,0.112,0.12,66.09,5,classical,Chill/Acoustic
16273,2R8XiBtNYYcvd5NNKtqyVt,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces III, Op. 43 (Excerpts): No. 4, Liden fugl",0,91426,FALSE,0.49,0.159,2,-24.625,0,0.111,0.905,0.000296,0.119,0.294,47.78,4,classical,Chill/Acoustic
16274,26Dme5GkC1yX4P2QU9V6Sk,Sergei Rachmaninoff;Talistrio,"Casella, Rachmaninoff & Yamada: Chamber Works","Trio élégiaque No. 2 in D Minor, Op. 9: I. Moderato - Allegro vivace",0,1371693,FALSE,0.175,0.0869,2,-20.248,0,0.0427,0.955,0.251,0.0783,0.0345,78.113,4,classical,Chill/Acoustic
16275,45s4AQmANhxHbIF9S0900V,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 15, Pantalon et Colombine (Live in Japan, 2022)",0,56360,FALSE,0.295,0.195,5,-22.43,0,0.0457,0.994,0.916,0.205,0.496,131.893,5,classical,Chill/Acoustic
16276,5Ib5W64RwrPCN3bnRO4C2W,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces I, Op. 12 (Excerpts): No. 5, Folkevise",0,59653,FALSE,0.376,0.129,6,-23.677,0,0.0397,0.993,0.899,0.142,0.561,56.596,4,classical,Chill/Acoustic
16277,1pxnrGFj1ZqwlNNm4aJkfb,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 10, Lettres dansantes (Live in Japan, 2022)",0,51680,FALSE,0.482,0.198,3,-23.52,1,0.0561,0.995,0.808,0.152,0.755,153.773,1,classical,Chill/Acoustic
16278,1NxpH2Gr20TRcFWXAa9HNO,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 3, Arlequin (Live in Japan, 2022)",0,44680,FALSE,0.689,0.0766,10,-22.061,1,0.073,0.996,0.812,0.128,0.675,108.932,5,classical,Chill/Acoustic
16279,2VkBQoC1hWOECFN9goNHk6,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 18, Aveu (Live in Japan, 2022)",0,67506,FALSE,0.545,0.0258,5,-35.331,0,0.0348,0.989,0.901,0.143,0.321,59.504,5,classical,Chill/Acoustic
16280,6XLck8tffACktQduEhXOSt,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 19, Promenade (Live in Japan, 2022)",0,112040,FALSE,0.445,0.0316,1,-24.615,1,0.0531,0.994,0.891,0.13,0.13,67.165,3,classical,Chill/Acoustic
16281,7FiFjvtaXAx4nmGGUeON9L,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 6, Florestan (Live in Japan, 2022)",0,58800,FALSE,0.435,0.158,7,-20.203,0,0.0368,0.995,0.876,0.152,0.211,59.74,3,classical,Chill/Acoustic
16282,0DzcFzEdZioULwgls86VSj,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 14, Reconnaissance (Live in Japan, 2022)",0,106053,FALSE,0.409,0.0964,10,-28,0,0.0373,0.993,0.87,0.124,0.379,101.231,4,classical,Chill/Acoustic
16283,67tcScipVkQSLBb3g3MddI,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: III. Scherzino (Live in Japan, 2022)",0,131573,FALSE,0.506,0.0851,10,-21.881,1,0.0525,0.995,0.872,0.13,0.128,123.424,4,classical,Chill/Acoustic
16284,3DoVpWmuP2Xh8WfLl6wqYW,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 16, Valse allemande (Live in Japan, 2022)",0,47573,FALSE,0.555,0.153,8,-18.813,1,0.0373,0.995,0.867,0.207,0.531,100.588,1,classical,Chill/Acoustic
16285,6WgG5Lq7qCWjzrdOScRCzJ,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: V. Finale (Live in Japan, 2022)",0,251133,FALSE,0.341,0.146,10,-21.088,1,0.0324,0.994,0.901,0.149,0.343,79.824,4,classical,Chill/Acoustic
16286,6m3hSSDwLUUsXEf6aPtH1m,Edvard Grieg;Una Bourne,"Mozart, Liszt & Others: Piano Works","Lyric Pieces VIII, Op. 65: No. 6, Bryllupsdag på Troldhaugen",0,255933,FALSE,0.331,0.23,2,-21.548,1,0.0356,0.978,0.88,0.359,0.189,82.51,3,classical,Chill/Acoustic
16287,1H16V8BXMLl94lnog8hPZt,Sergei Rachmaninoff;Talistrio,"Casella, Rachmaninoff & Yamada: Chamber Works","Trio élégiaque No. 2 in D Minor, Op. 9: II. Quasi variazione. Andante",0,1452106,FALSE,0.202,0.0329,5,-26.269,1,0.0453,0.968,0.569,0.0842,0.0374,72.341,4,classical,Chill/Acoustic
16288,1T5QvLF9lO4HO3OZQbaX9p,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 20, Pause (Live in Japan, 2022)",0,17826,FALSE,0.372,0.278,8,-16.882,1,0.037,0.985,0.921,0.164,0.912,89.032,1,classical,Chill/Acoustic
16289,5I0lKSs4JGYWO4F5Xe3BrY,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Classical Christmas 2022,"Messiah, HWV 56 / Pt. 1: 12. ""For unto us a Child is born""",0,246426,FALSE,0.451,0.17,6,-20.091,1,0.0349,0.959,0.0423,0.106,0.534,101.571,4,classical,Chill/Acoustic
16290,2tF07mtTCrO5bmw1xv2vzG,Edvard Grieg;Academy of St. Martin in the Fields;Sir Neville Marriner,Classical Running,"Holberg Suite, Op. 40: 1. Präludium (Allegro vivace)",0,165000,FALSE,0.23,0.144,7,-21.34,1,0.0408,0.94,0.869,0.395,0.229,142.163,4,classical,Chill/Acoustic
16291,39jBzZcMJMxhAhPg8SYvnj,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 21, Marche des Davidsbündler contre les Philistins (Live in Japan, 2022)",0,209840,FALSE,0.416,0.211,8,-18.044,1,0.0537,0.994,0.828,0.114,0.28,149.94,4,classical,Chill/Acoustic
16292,5viwzFJxwRE1OEUR7G6hiD,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 13, Estrella (Live in Japan, 2022)",0,23506,FALSE,0.379,0.237,5,-18.265,1,0.047,0.993,0.887,0.144,0.477,116.093,4,classical,Chill/Acoustic
16293,4IcB2mInTQ5jFCbcsREc8q,George Frideric Handel;London Early Opera;Bridget Cunningham,Celebrating Lord Nelson,"Saul, HWV 53: Dead March",0,186213,FALSE,0.183,0.00699,11,-30.087,1,0.039,0.952,0.965,0.124,0.0728,134.455,3,classical,Chill/Acoustic
16294,1FTsR7lFOetRF4WQf1IcK9,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Classical Christmas 2022,"Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",0,240760,FALSE,0.434,0.262,1,-12.874,1,0.0286,0.959,0.6,0.141,0.256,103.015,4,classical,Chill/Acoustic
16295,6jKpXbQ5PxenIvYXp1l7vI,George Frideric Handel;Boston Pops Orchestra;Arthur Fiedler,Weihnachten Klassik 2022,Messiah Hwv 56: Hallelujah (Part 2),0,246160,FALSE,0.458,0.314,2,-11.769,1,0.0263,0.913,0.968,0.15,0.382,99.377,4,classical,Chill/Acoustic
16296,0k6STIQ5B34OwdUEIBzXql,George Frideric Handel;Howard Crook;The English Concert;Trevor Pinnock,Weihnachten Klassik 2022,"Messiah, HWV 56 / Pt. 1: III. ""Ev'ry Valley Shall Be Exalted""",0,213360,FALSE,0.48,0.0578,3,-24.979,1,0.0321,0.889,1.33E-06,0.258,0.353,102.494,4,classical,Chill/Acoustic
16297,22cAg9il6XcYPLffzJJkdr,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Weihnachten Klassik 2022,"Messiah, HWV 56 / Pt. 1: 12. ""For unto us a Child is born""",0,246426,FALSE,0.451,0.17,6,-20.091,1,0.0349,0.959,0.0423,0.106,0.534,101.571,4,classical,Chill/Acoustic
16298,3F5DccNp39Waj4QjZBUPGO,George Frideric Handel;The English Concert;Trevor Pinnock;The English Concert Choir,Weihnachten Klassik 2022,"Messiah, HWV 56 / Pt. 2: XLII. ""Hallelujah""",0,240760,FALSE,0.434,0.262,1,-12.874,1,0.0286,0.959,0.6,0.141,0.256,103.015,4,classical,Chill/Acoustic
16299,3ETUBLVvEzgm07QoU4PioV,George Frideric Handel;The Cambridge Buskers,Clásica para los niños de hoy,Solomon HWV 67 - Arr. The Cambridge Buskers: Arrival Of The Queen Of Sheba,0,128960,FALSE,0.677,0.176,0,-18.382,1,0.0674,0.924,0.681,0.138,0.862,114.04,4,classical,Chill/Acoustic
16300,5IDS56FCiyNOvxpb4Qlnlg,Priya Sisters,Lalitha Pancharatnam,Lalitha Pancharatnam,40,331668,FALSE,0.67,0.378,4,-6.312,1,0.0311,0.835,0,0.0999,0.479,102.968,4,classical,Chill/Acoustic
16301,6N6ESDWoc9yeF8CvKWKxYg,Bombay Jayashri;Swetha Raj,Baahubali - The Beginning,Swapn Sunehere,39,100793,FALSE,0.268,0.108,2,-12.058,0,0.0353,0.983,0,0.115,0.331,82.176,4,classical,Chill/Acoustic
16302,1BO7ASuCQ4OXnMPrKowDzS,Mahesh Raghvan;Rajani Shridhar,Alai Paayuthe (feat. Rajani Shridhar),Alai Paayuthe (feat. Rajani Shridhar),38,271257,FALSE,0.381,0.628,0,-6.933,1,0.0505,0.18,0,0.208,0.516,77.361,4,classical,Mixed Vibe
16303,2p5THyuNwpJ9c7ex3TN383,Jacob David,Nowesind,Nowesind,70,119120,FALSE,0.304,0.0902,10,-32.824,1,0.0489,0.903,0.907,0.111,0.318,114.487,4,classical,Chill/Acoustic
16304,7M7iBPqs90p3qLUzsHgAIr,Vedavathi Prabhakar;CHAYA DEVI,Laali Thaali,Godakunna Thelunu Chusi,40,60481,FALSE,0.351,0.481,11,-2.719,1,0.0485,0.697,0,0.327,0.777,199.258,4,classical,Mixed Vibe
16305,4wtMszKH5m9wA1c9DriTnu,M. S. Subbulakshmi;Radha Viswanathan,Samarpanam - M.S.Subbulakshmi,Hanuman Chalisa,38,598570,FALSE,0.553,0.413,3,-8.172,1,0.0425,0.949,0,0.846,0.597,102.769,4,classical,Chill/Acoustic
16306,1phvGMk1C6xziijqXT6YAU,M. S. Subbulakshmi;Radha Viswanathan,Lakshmi Kataksham - M.S. Subbulakshmi,Excerpts From Suprabhatam - Mssubbulakshmi,38,87760,FALSE,0.72,0.309,7,-7.625,1,0.333,0.936,0,0.132,0.669,96.695,5,classical,Chill/Acoustic
16307,4piMfKVoPcY06x4hTLf9Pl,Rahul Deshpande,Katyar Kaljat Ghusli (Original Motion Picture Soundtrack),Dil Ki Tapish,38,157238,FALSE,0.576,0.671,2,-7.691,1,0.0623,0.537,0,0.158,0.474,116.122,4,classical,Mixed Vibe
16308,7d20zqaMNkVeG0xSiO3bAE,Vasantrao Deshpande,Ashtavinayak,Pratham Tula Vandito,40,373560,FALSE,0.284,0.426,9,-12.29,1,0.0385,0.984,0.000659,0.216,0.665,76.365,4,classical,Chill/Acoustic
16309,2XthhAhyRpnDpc4ml9299K,Pandit Jasraj;Aanandi Joshi,Double Seat (Original Motion Picture Soundtrack),Kiti Sangaichay Mala,38,326530,FALSE,0.457,0.428,1,-8.613,1,0.0357,0.72,0,0.0988,0.219,82.997,4,classical,Chill/Acoustic
16310,6mVZ46TZ8S4XLknpAXUfhI,M. S. Subbulakshmi,Anubhti - The 'MS' Experience,Pibare Ramarasam - Yamunakalyani - Adi,40,187480,FALSE,0.469,0.477,11,-9.399,1,0.0401,0.995,0.89,0.41,0.6,84.425,4,classical,Chill/Acoustic
